slug,title,category,tags,summary,col_labels,compare_rows,article_title,article_lead,exam_points,common_mistakes,memory_tip,related_terms,faq_1_question,faq_1_answer,faq_2_question,faq_2_answer,faq_3_question,faq_3_answer,faq_4_question,faq_4_answer
ido-toriatsukai-cmp-s43,移動取扱：移動タンク貯蔵所とタンクローリーの比較（S43）,法令・制度,移動タンク貯蔵所;タンクローリー,移動取扱（判例・ガイド）として移動タンク貯蔵所とタンクローリーの関係を整理します。,移動タンク貯蔵所;タンクローリー,"[{""axis"": ""区分"", ""cols"": [""移動タンク貯蔵所の基準"", ""タンクローリーの基準""]}, {""axis"": ""数量"", ""cols"": [""指定数量"", ""倍数""]}, {""axis"": ""設備"", ""cols"": [""消火設備"", ""保安設備""]}, {""axis"": ""試験"", ""cols"": [""「移動タンク貯蔵所＝タンクローリー」"", ""「基準同一」""]}, {""axis"": ""混同"", ""cols"": [""届出不要"", ""設備不要""]}]",移動取扱：移動タンク貯蔵所とタンクローリーの比較（S43）｜乙4,移動取扱（判例・ガイド）として移動タンク貯蔵所とタンクローリーの関係を整理します。消防法・政令・品名表をセットで整理してください。数値・日程・合格基準は消防試験研究センター（https://www.shoubo-shiken.or.jp/kikenbutsu/）の試験要項で必ずご確認ください。,移動タンク貯蔵所とタンクローリーを分離;指定数量;設備基準;試験の正誤肢に注意,移動タンク貯蔵所＝タンクローリー;基準同一;倍数無視;試験の正誤肢に注意,「移動タンク貯蔵所とタンクローリーを分ける」。,移動タンク貯蔵所;タンクローリー,移動タンク貯蔵所の要点は？,移動取扱（判例・ガイド）として移動タンク貯蔵所とタンクローリーの関係を整理します。移動タンク貯蔵所の定義・基準を用語集で確認してください。乙4試験では用語集と消防法・政令の対応づけが得点の鍵になります。最新の試験要項もあわせて確認してください。,タンクローリーとの違いは？,タンクローリーは別枠です。比較表を作成してください。乙4試験では用語集と消防法・政令の対応づけが得点の鍵になります。最新の試験要項もあわせて確認してください。賃管試験では用語集と条文の対応づけが得点の鍵になります。最新の試験要項もあわせて確認してください。,試験対策の進め方は？,区分表・倍数表を作成し、過去問を反復してください。乙4試験では用語集と消防法・政令の対応づけが得点の鍵になります。最新の試験要項もあわせて確認してください。賃管試験では用語集と条文の対応づけが得点の鍵になります。最新の試験要項もあわせて確認してください。,確認先はどこですか？,消防法・政令・品名表・用語集を参照してください。乙4試験では用語集と消防法・政令の対応づけが得点の鍵になります。最新の試験要項もあわせて確認してください。賃管試験では用語集と条文の対応づけが得点の鍵になります。最新の試験要項もあわせて確認してください。
yobo-kitei-cmp-s43,予防規程改定：予防規程と予防規程の作成の比較（S43）,法令・制度,予防規程;予防規程の作成,予防規程改定（判例・ガイド）として予防規程と予防規程の作成の関係を整理します。,予防規程;予防規程の作成,"[{""axis"": ""区分"", ""cols"": [""予防規程の基準"", ""予防規程の作成の基準""]}, {""axis"": ""数量"", ""cols"": [""指定数量"", ""倍数""]}, {""axis"": ""設備"", ""cols"": [""消火設備"", ""保安設備""]}, {""axis"": ""試験"", ""cols"": [""「予防規程＝予防規程の作成」"", ""「基準同一」""]}, {""axis"": ""混同"", ""cols"": [""届出不要"", ""設備不要""]}]",予防規程改定：予防規程と予防規程の作成の比較（S43）｜乙4,予防規程改定（判例・ガイド）として予防規程と予防規程の作成の関係を整理します。消防法・政令・品名表をセットで整理してください。数値・日程・合格基準は消防試験研究センター（https://www.shoubo-shiken.or.jp/kikenbutsu/）の試験要項で必ずご確認ください。,予防規程と予防規程の作成を分離;指定数量;設備基準;試験の正誤肢に注意,予防規程＝予防規程の作成;基準同一;倍数無視;試験の正誤肢に注意,「予防規程と予防規程の作成を分ける」。,予防規程;予防規程の作成,予防規程の要点は？,予防規程改定（判例・ガイド）として予防規程と予防規程の作成の関係を整理します。予防規程の定義・基準を用語集で確認してください。乙4試験では用語集と消防法・政令の対応づけが得点の鍵になります。最新の試験要項もあわせて確認してください。,予防規程の作成との違いは？,予防規程の作成は別枠です。比較表を作成してください。乙4試験では用語集と消防法・政令の対応づけが得点の鍵になります。最新の試験要項もあわせて確認してください。賃管試験では用語集と条文の対応づけが得点の鍵になります。最新の試験要項もあわせて確認してください。,試験対策の進め方は？,区分表・倍数表を作成し、過去問を反復してください。乙4試験では用語集と消防法・政令の対応づけが得点の鍵になります。最新の試験要項もあわせて確認してください。賃管試験では用語集と条文の対応づけが得点の鍵になります。最新の試験要項もあわせて確認してください。,確認先はどこですか？,消防法・政令・品名表・用語集を参照してください。乙4試験では用語集と消防法・政令の対応づけが得点の鍵になります。最新の試験要項もあわせて確認してください。賃管試験では用語集と条文の対応づけが得点の鍵になります。最新の試験要項もあわせて確認してください。
shoka-kunren-cmp-s43,消火訓練：消火活動と自衛消防組織の比較（S43）,火災・消火・漏えい,消火活動;自衛消防組織,消火訓練（判例・ガイド）として消火活動と自衛消防組織の関係を整理します。,消火活動;自衛消防組織,"[{""axis"": ""区分"", ""cols"": [""消火活動の基準"", ""自衛消防組織の基準""]}, {""axis"": ""数量"", ""cols"": [""指定数量"", ""倍数""]}, {""axis"": ""設備"", ""cols"": [""消火設備"", ""保安設備""]}, {""axis"": ""試験"", ""cols"": [""「消火活動＝自衛消防組織」"", ""「基準同一」""]}, {""axis"": ""混同"", ""cols"": [""届出不要"", ""設備不要""]}]",消火訓練：消火活動と自衛消防組織の比較（S43）｜乙4,消火訓練（判例・ガイド）として消火活動と自衛消防組織の関係を整理します。消防法・政令・品名表をセットで整理してください。数値・日程・合格基準は消防試験研究センター（https://www.shoubo-shiken.or.jp/kikenbutsu/）の試験要項で必ずご確認ください。,消火活動と自衛消防組織を分離;指定数量;設備基準;試験の正誤肢に注意,消火活動＝自衛消防組織;基準同一;倍数無視;試験の正誤肢に注意,「消火活動と自衛消防組織を分ける」。,消火活動;自衛消防組織,消火活動の要点は？,消火訓練（判例・ガイド）として消火活動と自衛消防組織の関係を整理します。消火活動の定義・基準を用語集で確認してください。乙4試験では用語集と消防法・政令の対応づけが得点の鍵になります。最新の試験要項もあわせて確認してください。,自衛消防組織との違いは？,自衛消防組織は別枠です。比較表を作成してください。乙4試験では用語集と消防法・政令の対応づけが得点の鍵になります。最新の試験要項もあわせて確認してください。賃管試験では用語集と条文の対応づけが得点の鍵になります。最新の試験要項もあわせて確認してください。,試験対策の進め方は？,区分表・倍数表を作成し、過去問を反復してください。乙4試験では用語集と消防法・政令の対応づけが得点の鍵になります。最新の試験要項もあわせて確認してください。賃管試験では用語集と条文の対応づけが得点の鍵になります。最新の試験要項もあわせて確認してください。,確認先はどこですか？,消防法・政令・品名表・用語集を参照してください。乙4試験では用語集と消防法・政令の対応づけが得点の鍵になります。最新の試験要項もあわせて確認してください。賃管試験では用語集と条文の対応づけが得点の鍵になります。最新の試験要項もあわせて確認してください。
tank-kensa-cmp-s43,タンク検査：タンクローリーと移動タンク貯蔵所の比較（S43）,法令・制度,タンクローリー;移動タンク貯蔵所,タンク検査（判例・ガイド）としてタンクローリーと移動タンク貯蔵所の関係を整理します。,タンクローリー;移動タンク貯蔵所,"[{""axis"": ""区分"", ""cols"": [""タンクローリーの基準"", ""移動タンク貯蔵所の基準""]}, {""axis"": ""数量"", ""cols"": [""指定数量"", ""倍数""]}, {""axis"": ""設備"", ""cols"": [""消火設備"", ""保安設備""]}, {""axis"": ""試験"", ""cols"": [""「タンクローリー＝移動タンク貯蔵所」"", ""「基準同一」""]}, {""axis"": ""混同"", ""cols"": [""届出不要"", ""設備不要""]}]",タンク検査：タンクローリーと移動タンク貯蔵所の比較（S43）｜乙4,タンク検査（判例・ガイド）としてタンクローリーと移動タンク貯蔵所の関係を整理します。消防法・政令・品名表をセットで整理してください。数値・日程・合格基準は消防試験研究センター（https://www.shoubo-shiken.or.jp/kikenbutsu/）の試験要項で必ずご確認ください。,タンクローリーと移動タンク貯蔵所を分離;指定数量;設備基準;試験の正誤肢に注意,タンクローリー＝移動タンク貯蔵所;基準同一;倍数無視;試験の正誤肢に注意,「タンクローリーと移動タンク貯蔵所を分ける」。,タンクローリー;移動タンク貯蔵所,タンクローリーの要点は？,タンク検査（判例・ガイド）としてタンクローリーと移動タンク貯蔵所の関係を整理します。タンクローリーの定義・基準を用語集で確認してください。乙4試験では用語集と消防法・政令の対応づけが得点の鍵になります。最新の試験要項もあわせて確認してください。,移動タンク貯蔵所との違いは？,移動タンク貯蔵所は別枠です。比較表を作成してください。乙4試験では用語集と消防法・政令の対応づけが得点の鍵になります。最新の試験要項もあわせて確認してください。賃管試験では用語集と条文の対応づけが得点の鍵になります。最新の試験要項もあわせて確認してください。,試験対策の進め方は？,区分表・倍数表を作成し、過去問を反復してください。乙4試験では用語集と消防法・政令の対応づけが得点の鍵になります。最新の試験要項もあわせて確認してください。賃管試験では用語集と条文の対応づけが得点の鍵になります。最新の試験要項もあわせて確認してください。,確認先はどこですか？,消防法・政令・品名表・用語集を参照してください。乙4試験では用語集と消防法・政令の対応づけが得点の鍵になります。最新の試験要項もあわせて確認してください。賃管試験では用語集と条文の対応づけが得点の鍵になります。最新の試験要項もあわせて確認してください。
tensou-kiroku-cmp-s43,転送記録保存：譲渡・引渡しの届出と移送の比較（S43）,法令・制度,譲渡・引渡しの届出;移送,転送記録保存（判例・ガイド）として譲渡・引渡しの届出と移送の関係を整理します。,譲渡・引渡しの届出;移送,"[{""axis"": ""区分"", ""cols"": [""譲渡・引渡しの届出の基準"", ""移送の基準""]}, {""axis"": ""数量"", ""cols"": [""指定数量"", ""倍数""]}, {""axis"": ""設備"", ""cols"": [""消火設備"", ""保安設備""]}, {""axis"": ""試験"", ""cols"": [""「譲渡・引渡しの届出＝移送」"", ""「基準同一」""]}, {""axis"": ""混同"", ""cols"": [""届出不要"", ""設備不要""]}]",転送記録保存：譲渡・引渡しの届出と移送の比較（S43）｜乙4,転送記録保存（判例・ガイド）として譲渡・引渡しの届出と移送の関係を整理します。消防法・政令・品名表をセットで整理してください。数値・日程・合格基準は消防試験研究センター（https://www.shoubo-shiken.or.jp/kikenbutsu/）の試験要項で必ずご確認ください。,譲渡・引渡しの届出と移送を分離;指定数量;設備基準;試験の正誤肢に注意,譲渡・引渡しの届出＝移送;基準同一;倍数無視;試験の正誤肢に注意,「譲渡・引渡しの届出と移送を分ける」。,譲渡・引渡しの届出;移送,譲渡・引渡しの届出の要点は？,転送記録保存（判例・ガイド）として譲渡・引渡しの届出と移送の関係を整理します。譲渡・引渡しの届出の定義・基準を用語集で確認してください。乙4試験では用語集と消防法・政令の対応づけが得点の鍵になります。最新の試験要項もあわせて確認してください。,移送との違いは？,移送は別枠です。比較表を作成してください。乙4試験では用語集と消防法・政令の対応づけが得点の鍵になります。最新の試験要項もあわせて確認してください。賃管試験では用語集と条文の対応づけが得点の鍵になります。最新の試験要項もあわせて確認してください。,試験対策の進め方は？,区分表・倍数表を作成し、過去問を反復してください。乙4試験では用語集と消防法・政令の対応づけが得点の鍵になります。最新の試験要項もあわせて確認してください。賃管試験では用語集と条文の対応づけが得点の鍵になります。最新の試験要項もあわせて確認してください。,確認先はどこですか？,消防法・政令・品名表・用語集を参照してください。乙4試験では用語集と消防法・政令の対応づけが得点の鍵になります。最新の試験要項もあわせて確認してください。賃管試験では用語集と条文の対応づけが得点の鍵になります。最新の試験要項もあわせて確認してください。
ot4-chokuzen-cmp-s43,乙4直前：乙種危険物取扱者と危険物取扱者の比較（S43）,法令・制度,乙種危険物取扱者;危険物取扱者,乙4直前（判例・ガイド）として乙種危険物取扱者と危険物取扱者の関係を整理します。,乙種危険物取扱者;危険物取扱者,"[{""axis"": ""区分"", ""cols"": [""乙種危険物取扱者の基準"", ""危険物取扱者の基準""]}, {""axis"": ""数量"", ""cols"": [""指定数量"", ""倍数""]}, {""axis"": ""設備"", ""cols"": [""消火設備"", ""保安設備""]}, {""axis"": ""試験"", ""cols"": [""「乙種危険物取扱者＝危険物取扱者」"", ""「基準同一」""]}, {""axis"": ""混同"", ""cols"": [""届出不要"", ""設備不要""]}]",乙4直前：乙種危険物取扱者と危険物取扱者の比較（S43）｜乙4,乙4直前（判例・ガイド）として乙種危険物取扱者と危険物取扱者の関係を整理します。消防法・政令・品名表をセットで整理してください。数値・日程・合格基準は消防試験研究センター（https://www.shoubo-shiken.or.jp/kikenbutsu/）の試験要項で必ずご確認ください。,乙種危険物取扱者と危険物取扱者を分離;指定数量;設備基準;試験の正誤肢に注意,乙種危険物取扱者＝危険物取扱者;基準同一;倍数無視;試験の正誤肢に注意,「乙種危険物取扱者と危険物取扱者を分ける」。,乙種危険物取扱者;危険物取扱者,乙種危険物取扱者の要点は？,乙4直前（判例・ガイド）として乙種危険物取扱者と危険物取扱者の関係を整理します。乙種危険物取扱者の定義・基準を用語集で確認してください。乙4試験では用語集と消防法・政令の対応づけが得点の鍵になります。最新の試験要項もあわせて確認してください。,危険物取扱者との違いは？,危険物取扱者は別枠です。比較表を作成してください。乙4試験では用語集と消防法・政令の対応づけが得点の鍵になります。最新の試験要項もあわせて確認してください。賃管試験では用語集と条文の対応づけが得点の鍵になります。最新の試験要項もあわせて確認してください。,試験対策の進め方は？,区分表・倍数表を作成し、過去問を反復してください。乙4試験では用語集と消防法・政令の対応づけが得点の鍵になります。最新の試験要項もあわせて確認してください。賃管試験では用語集と条文の対応づけが得点の鍵になります。最新の試験要項もあわせて確認してください。,確認先はどこですか？,消防法・政令・品名表・用語集を参照してください。乙4試験では用語集と消防法・政令の対応づけが得点の鍵になります。最新の試験要項もあわせて確認してください。賃管試験では用語集と条文の対応づけが得点の鍵になります。最新の試験要項もあわせて確認してください。
kiken-hoan-cmp-s44,危険物保安：危険物保安監督者と危険物取扱者の比較（S44）,法令・制度,危険物保安監督者;危険物取扱者,危険物保安（横断総合）として危険物保安監督者と危険物取扱者の関係を整理します。,危険物保安監督者;危険物取扱者,"[{""axis"": ""区分"", ""cols"": [""危険物保安監督者の基準"", ""危険物取扱者の基準""]}, {""axis"": ""数量"", ""cols"": [""指定数量"", ""倍数""]}, {""axis"": ""設備"", ""cols"": [""消火設備"", ""保安設備""]}, {""axis"": ""試験"", ""cols"": [""「危険物保安監督者＝危険物取扱者」"", ""「基準同一」""]}, {""axis"": ""混同"", ""cols"": [""届出不要"", ""設備不要""]}]",危険物保安：危険物保安監督者と危険物取扱者の比較（S44）｜乙4,危険物保安（横断総合）として危険物保安監督者と危険物取扱者の関係を整理します。消防法・政令・品名表をセットで整理してください。数値・日程・合格基準は消防試験研究センター（https://www.shoubo-shiken.or.jp/kikenbutsu/）の試験要項で必ずご確認ください。,危険物保安監督者と危険物取扱者を分離;指定数量;設備基準;試験の正誤肢に注意,危険物保安監督者＝危険物取扱者;基準同一;倍数無視;試験の正誤肢に注意,「危険物保安監督者と危険物取扱者を分ける」。,危険物保安監督者;危険物取扱者,危険物保安監督者の要点は？,危険物保安（横断総合）として危険物保安監督者と危険物取扱者の関係を整理します。危険物保安監督者の定義・基準を用語集で確認してください。乙4試験では用語集と消防法・政令の対応づけが得点の鍵になります。最新の試験要項もあわせて確認してください。,危険物取扱者との違いは？,危険物取扱者は別枠です。比較表を作成してください。乙4試験では用語集と消防法・政令の対応づけが得点の鍵になります。最新の試験要項もあわせて確認してください。賃管試験では用語集と条文の対応づけが得点の鍵になります。最新の試験要項もあわせて確認してください。,試験対策の進め方は？,区分表・倍数表を作成し、過去問を反復してください。乙4試験では用語集と消防法・政令の対応づけが得点の鍵になります。最新の試験要項もあわせて確認してください。賃管試験では用語集と条文の対応づけが得点の鍵になります。最新の試験要項もあわせて確認してください。,確認先はどこですか？,消防法・政令・品名表・用語集を参照してください。乙4試験では用語集と消防法・政令の対応づけが得点の鍵になります。最新の試験要項もあわせて確認してください。賃管試験では用語集と条文の対応づけが得点の鍵になります。最新の試験要項もあわせて確認してください。
shobo-setsubi-cmp-s44,消防設備点検：消火設備と消火設備の区分の比較（S44）,火災・消火・漏えい,消火設備;消火設備の区分,消防設備点検（横断総合）として消火設備と消火設備の区分の関係を整理します。,消火設備;消火設備の区分,"[{""axis"": ""区分"", ""cols"": [""消火設備の基準"", ""消火設備の区分の基準""]}, {""axis"": ""数量"", ""cols"": [""指定数量"", ""倍数""]}, {""axis"": ""設備"", ""cols"": [""消火設備"", ""保安設備""]}, {""axis"": ""試験"", ""cols"": [""「消火設備＝消火設備の区分」"", ""「基準同一」""]}, {""axis"": ""混同"", ""cols"": [""届出不要"", ""設備不要""]}]",消防設備点検：消火設備と消火設備の区分の比較（S44）｜乙4,消防設備点検（横断総合）として消火設備と消火設備の区分の関係を整理します。消防法・政令・品名表をセットで整理してください。数値・日程・合格基準は消防試験研究センター（https://www.shoubo-shiken.or.jp/kikenbutsu/）の試験要項で必ずご確認ください。,消火設備と消火設備の区分を分離;指定数量;設備基準;試験の正誤肢に注意,消火設備＝消火設備の区分;基準同一;倍数無視;試験の正誤肢に注意,「消火設備と消火設備の区分を分ける」。,消火設備;消火設備の区分,消火設備の要点は？,消防設備点検（横断総合）として消火設備と消火設備の区分の関係を整理します。消火設備の定義・基準を用語集で確認してください。乙4試験では用語集と消防法・政令の対応づけが得点の鍵になります。最新の試験要項もあわせて確認してください。,消火設備の区分との違いは？,消火設備の区分は別枠です。比較表を作成してください。乙4試験では用語集と消防法・政令の対応づけが得点の鍵になります。最新の試験要項もあわせて確認してください。賃管試験では用語集と条文の対応づけが得点の鍵になります。最新の試験要項もあわせて確認してください。,試験対策の進め方は？,区分表・倍数表を作成し、過去問を反復してください。乙4試験では用語集と消防法・政令の対応づけが得点の鍵になります。最新の試験要項もあわせて確認してください。賃管試験では用語集と条文の対応づけが得点の鍵になります。最新の試験要項もあわせて確認してください。,確認先はどこですか？,消防法・政令・品名表・用語集を参照してください。乙4試験では用語集と消防法・政令の対応づけが得点の鍵になります。最新の試験要項もあわせて確認してください。賃管試験では用語集と条文の対応づけが得点の鍵になります。最新の試験要項もあわせて確認してください。
shitei-suryo-santei-cmp-s44,指定数量算定：指定数量と指定数量の倍数の比較（S44）,法令・制度,指定数量;指定数量の倍数,指定数量算定（横断総合）として指定数量と指定数量の倍数の関係を整理します。,指定数量;指定数量の倍数,"[{""axis"": ""区分"", ""cols"": [""指定数量の基準"", ""指定数量の倍数の基準""]}, {""axis"": ""数量"", ""cols"": [""指定数量"", ""倍数""]}, {""axis"": ""設備"", ""cols"": [""消火設備"", ""保安設備""]}, {""axis"": ""試験"", ""cols"": [""「指定数量＝指定数量の倍数」"", ""「基準同一」""]}, {""axis"": ""混同"", ""cols"": [""届出不要"", ""設備不要""]}]",指定数量算定：指定数量と指定数量の倍数の比較（S44）｜乙4,指定数量算定（横断総合）として指定数量と指定数量の倍数の関係を整理します。消防法・政令・品名表をセットで整理してください。数値・日程・合格基準は消防試験研究センター（https://www.shoubo-shiken.or.jp/kikenbutsu/）の試験要項で必ずご確認ください。,指定数量と指定数量の倍数を分離;指定数量;設備基準;試験の正誤肢に注意,指定数量＝指定数量の倍数;基準同一;倍数無視;試験の正誤肢に注意,「指定数量と指定数量の倍数を分ける」。,指定数量;指定数量の倍数,指定数量の要点は？,指定数量算定（横断総合）として指定数量と指定数量の倍数の関係を整理します。指定数量の定義・基準を用語集で確認してください。乙4試験では用語集と消防法・政令の対応づけが得点の鍵になります。最新の試験要項もあわせて確認してください。,指定数量の倍数との違いは？,指定数量の倍数は別枠です。比較表を作成してください。乙4試験では用語集と消防法・政令の対応づけが得点の鍵になります。最新の試験要項もあわせて確認してください。賃管試験では用語集と条文の対応づけが得点の鍵になります。最新の試験要項もあわせて確認してください。,試験対策の進め方は？,区分表・倍数表を作成し、過去問を反復してください。乙4試験では用語集と消防法・政令の対応づけが得点の鍵になります。最新の試験要項もあわせて確認してください。賃管試験では用語集と条文の対応づけが得点の鍵になります。最新の試験要項もあわせて確認してください。,確認先はどこですか？,消防法・政令・品名表・用語集を参照してください。乙4試験では用語集と消防法・政令の対応づけが得点の鍵になります。最新の試験要項もあわせて確認してください。賃管試験では用語集と条文の対応づけが得点の鍵になります。最新の試験要項もあわせて確認してください。
chozo-sekkei-cmp-s44,貯蔵所設計：タンク貯蔵所と屋外タンク貯蔵所の比較（S44）,法令・制度,タンク貯蔵所;屋外タンク貯蔵所,貯蔵所設計（横断総合）としてタンク貯蔵所と屋外タンク貯蔵所の関係を整理します。,タンク貯蔵所;屋外タンク貯蔵所,"[{""axis"": ""区分"", ""cols"": [""タンク貯蔵所の基準"", ""屋外タンク貯蔵所の基準""]}, {""axis"": ""数量"", ""cols"": [""指定数量"", ""倍数""]}, {""axis"": ""設備"", ""cols"": [""消火設備"", ""保安設備""]}, {""axis"": ""試験"", ""cols"": [""「タンク貯蔵所＝屋外タンク貯蔵所」"", ""「基準同一」""]}, {""axis"": ""混同"", ""cols"": [""届出不要"", ""設備不要""]}]",貯蔵所設計：タンク貯蔵所と屋外タンク貯蔵所の比較（S44）｜乙4,貯蔵所設計（横断総合）としてタンク貯蔵所と屋外タンク貯蔵所の関係を整理します。消防法・政令・品名表をセットで整理してください。数値・日程・合格基準は消防試験研究センター（https://www.shoubo-shiken.or.jp/kikenbutsu/）の試験要項で必ずご確認ください。,タンク貯蔵所と屋外タンク貯蔵所を分離;指定数量;設備基準;試験の正誤肢に注意,タンク貯蔵所＝屋外タンク貯蔵所;基準同一;倍数無視;試験の正誤肢に注意,「タンク貯蔵所と屋外タンク貯蔵所を分ける」。,タンク貯蔵所;屋外タンク貯蔵所,タンク貯蔵所の要点は？,貯蔵所設計（横断総合）としてタンク貯蔵所と屋外タンク貯蔵所の関係を整理します。タンク貯蔵所の定義・基準を用語集で確認してください。乙4試験では用語集と消防法・政令の対応づけが得点の鍵になります。最新の試験要項もあわせて確認してください。,屋外タンク貯蔵所との違いは？,屋外タンク貯蔵所は別枠です。比較表を作成してください。乙4試験では用語集と消防法・政令の対応づけが得点の鍵になります。最新の試験要項もあわせて確認してください。賃管試験では用語集と条文の対応づけが得点の鍵になります。最新の試験要項もあわせて確認してください。,試験対策の進め方は？,区分表・倍数表を作成し、過去問を反復してください。乙4試験では用語集と消防法・政令の対応づけが得点の鍵になります。最新の試験要項もあわせて確認してください。賃管試験では用語集と条文の対応づけが得点の鍵になります。最新の試験要項もあわせて確認してください。,確認先はどこですか？,消防法・政令・品名表・用語集を参照してください。乙4試験では用語集と消防法・政令の対応づけが得点の鍵になります。最新の試験要項もあわせて確認してください。賃管試験では用語集と条文の対応づけが得点の鍵になります。最新の試験要項もあわせて確認してください。
ido-toriatsukai-cmp-s44,移動取扱：移動タンク貯蔵所とタンクローリーの比較（S44）,法令・制度,移動タンク貯蔵所;タンクローリー,移動取扱（横断総合）として移動タンク貯蔵所とタンクローリーの関係を整理します。,移動タンク貯蔵所;タンクローリー,"[{""axis"": ""区分"", ""cols"": [""移動タンク貯蔵所の基準"", ""タンクローリーの基準""]}, {""axis"": ""数量"", ""cols"": [""指定数量"", ""倍数""]}, {""axis"": ""設備"", ""cols"": [""消火設備"", ""保安設備""]}, {""axis"": ""試験"", ""cols"": [""「移動タンク貯蔵所＝タンクローリー」"", ""「基準同一」""]}, {""axis"": ""混同"", ""cols"": [""届出不要"", ""設備不要""]}]",移動取扱：移動タンク貯蔵所とタンクローリーの比較（S44）｜乙4,移動取扱（横断総合）として移動タンク貯蔵所とタンクローリーの関係を整理します。消防法・政令・品名表をセットで整理してください。数値・日程・合格基準は消防試験研究センター（https://www.shoubo-shiken.or.jp/kikenbutsu/）の試験要項で必ずご確認ください。,移動タンク貯蔵所とタンクローリーを分離;指定数量;設備基準;試験の正誤肢に注意,移動タンク貯蔵所＝タンクローリー;基準同一;倍数無視;試験の正誤肢に注意,「移動タンク貯蔵所とタンクローリーを分ける」。,移動タンク貯蔵所;タンクローリー,移動タンク貯蔵所の要点は？,移動取扱（横断総合）として移動タンク貯蔵所とタンクローリーの関係を整理します。移動タンク貯蔵所の定義・基準を用語集で確認してください。乙4試験では用語集と消防法・政令の対応づけが得点の鍵になります。最新の試験要項もあわせて確認してください。,タンクローリーとの違いは？,タンクローリーは別枠です。比較表を作成してください。乙4試験では用語集と消防法・政令の対応づけが得点の鍵になります。最新の試験要項もあわせて確認してください。賃管試験では用語集と条文の対応づけが得点の鍵になります。最新の試験要項もあわせて確認してください。,試験対策の進め方は？,区分表・倍数表を作成し、過去問を反復してください。乙4試験では用語集と消防法・政令の対応づけが得点の鍵になります。最新の試験要項もあわせて確認してください。賃管試験では用語集と条文の対応づけが得点の鍵になります。最新の試験要項もあわせて確認してください。,確認先はどこですか？,消防法・政令・品名表・用語集を参照してください。乙4試験では用語集と消防法・政令の対応づけが得点の鍵になります。最新の試験要項もあわせて確認してください。賃管試験では用語集と条文の対応づけが得点の鍵になります。最新の試験要項もあわせて確認してください。
yobo-kitei-cmp-s44,予防規程改定：予防規程と予防規程の作成の比較（S44）,法令・制度,予防規程;予防規程の作成,予防規程改定（横断総合）として予防規程と予防規程の作成の関係を整理します。,予防規程;予防規程の作成,"[{""axis"": ""区分"", ""cols"": [""予防規程の基準"", ""予防規程の作成の基準""]}, {""axis"": ""数量"", ""cols"": [""指定数量"", ""倍数""]}, {""axis"": ""設備"", ""cols"": [""消火設備"", ""保安設備""]}, {""axis"": ""試験"", ""cols"": [""「予防規程＝予防規程の作成」"", ""「基準同一」""]}, {""axis"": ""混同"", ""cols"": [""届出不要"", ""設備不要""]}]",予防規程改定：予防規程と予防規程の作成の比較（S44）｜乙4,予防規程改定（横断総合）として予防規程と予防規程の作成の関係を整理します。消防法・政令・品名表をセットで整理してください。数値・日程・合格基準は消防試験研究センター（https://www.shoubo-shiken.or.jp/kikenbutsu/）の試験要項で必ずご確認ください。,予防規程と予防規程の作成を分離;指定数量;設備基準;試験の正誤肢に注意,予防規程＝予防規程の作成;基準同一;倍数無視;試験の正誤肢に注意,「予防規程と予防規程の作成を分ける」。,予防規程;予防規程の作成,予防規程の要点は？,予防規程改定（横断総合）として予防規程と予防規程の作成の関係を整理します。予防規程の定義・基準を用語集で確認してください。乙4試験では用語集と消防法・政令の対応づけが得点の鍵になります。最新の試験要項もあわせて確認してください。,予防規程の作成との違いは？,予防規程の作成は別枠です。比較表を作成してください。乙4試験では用語集と消防法・政令の対応づけが得点の鍵になります。最新の試験要項もあわせて確認してください。賃管試験では用語集と条文の対応づけが得点の鍵になります。最新の試験要項もあわせて確認してください。,試験対策の進め方は？,区分表・倍数表を作成し、過去問を反復してください。乙4試験では用語集と消防法・政令の対応づけが得点の鍵になります。最新の試験要項もあわせて確認してください。賃管試験では用語集と条文の対応づけが得点の鍵になります。最新の試験要項もあわせて確認してください。,確認先はどこですか？,消防法・政令・品名表・用語集を参照してください。乙4試験では用語集と消防法・政令の対応づけが得点の鍵になります。最新の試験要項もあわせて確認してください。賃管試験では用語集と条文の対応づけが得点の鍵になります。最新の試験要項もあわせて確認してください。
